1, 326.0, 327859.0
5, 314.0, 327118.0
2, 316.0, 325806.0
3, 315.0, 378437.0
10, 334.0, 311301.0
8, 318.0, 328212.0
31, 315.0, 377252.0
4, 306.0, 377613.0
12, 311.0, 378371.0
156, 322.0, 312792.0
38, 328.0, 310911.0
157, 338.0, 312392.0
15, 319.0, 378437.0
13, 312.0, 378470.0
6, 315.0, 327852.0
7, 302.0, 379479.0
9, 314.0, 326893.0
33, 291.0, 327942.0
32, 310.0, 377676.0
34, 332.0, 310998.0
11, 339.0, 311052.0
56, 305.0, 377792.0
50, 314.0, 376830.0
57, 306.0, 376341.0
154, 309.0, 377535.0
16, 314.0, 378459.0
17, 317.0, 379035.0
18, 320.0, 378441.0
19, 309.0, 379879.0
20, 311.0, 377574.0
14, 316.0, 377358.0
21, 323.0, 378038.0
23, 309.0, 379251.0
26, 303.0, 377940.0
27, 291.0, 327539.0
22, 319.0, 378456.0
24, 312.0, 377625.0
25, 301.0, 380430.0
28, 298.0, 327491.0
29, 305.0, 378630.0
153, 300.0, 327054.0
30, 308.0, 327083.0
125, 2.0, 40.0
79, 313.0, 375607.0
35, 326.0, 310300.0
36, 318.0, 378110.0
60, 310.0, 311572.0
37, 329.0, 311198.0
59, 293.0, 376948.0
58, 315.0, 376104.0
61, 269.0, 372883.0
49, 313.0, 377254.0
51, 334.0, 312521.0
39, 305.0, 377101.0
155, 310.0, 374275.0
40, 325.0, 310897.0
41, 288.0, 376561.0
42, 286.0, 377210.0
54, 339.0, 313532.0
43, 288.0, 376803.0
71, 333.0, 310594.0
45, 284.0, 375184.0
44, 283.0, 381472.0
73, 292.0, 376757.0
75, 285.0, 394084.0
74, 292.0, 376418.0
103, 290.0, 375376.0
46, 287.0, 375795.0
47, 292.0, 367746.0
48, 293.0, 368568.0
113, 297.0, 354463.0
52, 308.0, 377431.0
53, 325.0, 312622.0
64, 308.0, 376318.0
65, 286.0, 313782.0
70, 340.0, 314185.0
55, 337.0, 310993.0
72, 314.0, 376571.0
68, 312.0, 376330.0
62, 277.0, 378748.0
114, 150.0, 381676.0
63, 312.0, 378075.0
67, 290.0, 313692.0
66, 289.0, 312285.0
69, 294.0, 313176.0
119, 155.0, 381907.0
78, 323.0, 325376.0
83, 323.0, 373862.0
110, 292.0, 394967.0
109, 303.0, 387152.0
85, 299.0, 389138.0
76, 292.0, 396489.0
77, 318.0, 374290.0
82, 317.0, 374973.0
81, 315.0, 377967.0
123, 323.0, 333139.0
87, 316.0, 374845.0
124, 323.0, 322648.0
122, 159.0, 382384.0
86, 313.0, 376220.0
80, 319.0, 378283.0
84, 324.0, 371784.0
88, 285.0, 388687.0
89, 303.0, 396753.0
111, 308.0, 355391.0
135, 287.0, 412783.0
105, 295.0, 415541.0
133, 306.0, 404993.0
90, 318.0, 377055.0
91, 325.0, 374542.0
92, 314.0, 372730.0
93, 313.0, 377714.0
94, 317.0, 376656.0
99, 322.0, 375005.0
98, 290.0, 376276.0
95, 308.0, 375154.0
100, 302.0, 374692.0
96, 309.0, 374296.0
97, 309.0, 375571.0
102, 292.0, 373410.0
101, 305.0, 374738.0
104, 345.0, 312740.0
106, 296.0, 367124.0
112, 305.0, 355263.0
108, 297.0, 424307.0
107, 299.0, 358046.0
138, 174.0, 379455.0
134, 276.0, 414886.0
158, 307.0, 358233.0
116, 158.0, 381958.0
127, 313.0, 325832.0
126, 155.0, 380601.0
128, 168.0, 383554.0
118, 157.0, 381021.0
117, 156.0, 380822.0
121, 155.0, 380378.0
115, 158.0, 381295.0
120, 158.0, 383618.0
136, 291.0, 331957.0
129, 321.0, 328392.0
131, 317.0, 324849.0
130, 151.0, 387347.0
151, 333.0, 325506.0
150, 250.0, 368273.0
132, 1.0, 8.0
137, 181.0, 378609.0
140, 176.0, 310842.0
139, 179.0, 363522.0
159, 188.0, 310425.0
141, 181.0, 287343.0
143, 26.0, 220322.0
142, 184.0, 301025.0
144, 187.0, 281075.0
147, 31.0, 217113.0
146, 32.0, 218383.0
145, 33.0, 220556.0
148, 250.0, 321216.0
149, 253.0, 362088.0
152, 261.0, 368318.0

Menor média: 8.0
