1, 130.5, 456771.5
5, 102.5, 455751.5
2, 106.5, 458468.5
3, 83.0, 487616.0
10, 73.0, 516884.0
8, 116.5, 481867.5
31, 95.0, 520949.5
4, 85.5, 464149.5
12, 81.0, 444913.5
156, 59.5, 431670.0
38, 87.5, 522782.0
157, 85.5, 484533.0
15, 94.0, 480562.5
13, 86.0, 497973.5
6, 99.5, 485055.5
7, 80.5, 497512.5
9, 89.0, 509780.0
33, 86.5, 573634.5
32, 62.5, 571534.5
34, 75.0, 520531.5
11, 59.0, 465520.0
56, 88.0, 617123.0
50, 83.5, 602158.5
57, 70.0, 580646.0
154, 75.5, 630257.0
16, 88.5, 490734.5
17, 93.0, 480075.0
18, 108.5, 488784.0
19, 84.0, 479895.0
20, 100.5, 495741.5
14, 84.0, 467461.0
21, 102.0, 481753.0
23, 80.5, 569995.0
26, 85.0, 556957.0
27, 86.5, 553858.5
22, 92.5, 573650.0
24, 74.0, 760009.0
25, 68.0, 625867.5
28, 76.5, 698963.5
29, 75.0, 765440.0
153, 63.0, 765858.5
30, 68.0, 850891.5
125, 1.0, 40.0
79, 78.0, 807884.0
35, 66.5, 667134.5
36, 70.0, 698396.0
60, 57.5, 775953.0
37, 56.5, 758613.5
59, 73.5, 750190.0
58, 80.0, 661081.5
61, 58.5, 866792.0
49, 77.0, 656406.5
51, 91.0, 604932.5
39, 65.0, 651773.0
155, 54.5, 637332.5
40, 61.5, 644337.5
41, 58.0, 645996.5
42, 56.5, 583932.0
54, 62.0, 660360.0
43, 67.0, 518104.5
71, 89.5, 592138.0
45, 69.5, 654909.0
44, 65.0, 682993.5
73, 86.5, 614178.0
75, 61.0, 709559.5
74, 88.5, 671917.0
103, 78.0, 694919.5
46, 73.5, 683300.0
47, 57.5, 652221.5
48, 61.0, 683169.5
113, 53.0, 800765.5
52, 71.5, 706709.5
53, 59.5, 678083.0
64, 63.0, 750240.0
65, 62.0, 750438.5
70, 58.5, 650524.5
55, 86.5, 658614.5
72, 85.0, 663325.5
68, 59.0, 820308.5
62, 56.0, 865407.0
114, 49.0, 865933.5
63, 66.0, 789398.5
67, 66.5, 744633.0
66, 79.5, 826105.5
69, 66.0, 748279.5
119, 57.0, 795580.5
78, 62.0, 783800.5
83, 88.0, 717815.0
110, 62.0, 678867.0
109, 61.0, 767206.5
85, 63.0, 821813.0
76, 62.5, 693070.5
77, 72.5, 685378.0
82, 59.0, 808176.0
81, 63.0, 830943.0
123, 56.0, 712633.5
87, 62.0, 807522.5
124, 53.0, 770681.0
122, 54.5, 701707.5
86, 71.5, 643890.5
80, 98.0, 802585.0
84, 74.0, 655322.0
88, 60.0, 819521.0
89, 60.5, 749536.0
111, 67.5, 580434.5
135, 1.0, 68.0
105, 53.0, 637370.5
133, 63.5, 677618.0
90, 106.5, 698085.0
91, 118.5, 696296.5
92, 92.0, 698286.5
93, 92.0, 698356.0
94, 100.0, 699241.0
99, 87.0, 697031.0
98, 81.0, 700781.0
95, 112.0, 696509.5
100, 89.5, 697458.5
96, 105.0, 695884.5
97, 103.5, 693289.5
102, 82.5, 699794.5
101, 97.5, 695724.0
104, 2.0, 81.0
106, 50.5, 745566.0
112, 60.5, 637348.5
108, 53.5, 688867.0
107, 53.0, 710775.5
138, 39.0, 721278.0
134, 68.0, 577190.5
158, 69.0, 756583.0
116, 67.0, 840431.0
127, 48.0, 825867.5
126, 62.0, 842152.0
128, 55.5, 410382.5
118, 62.0, 801858.0
117, 62.0, 788131.5
121, 47.0, 756941.5
115, 64.5, 840776.0
120, 59.5, 773163.0
136, 60.5, 770573.5
129, 54.0, 700337.0
131, 48.5, 695270.5
130, 60.0, 567674.0
151, 101.5, 557791.5
150, 77.0, 478068.5
132, 1.0, 8.0
137, 52.0, 684037.0
140, 43.0, 570234.5
139, 46.0, 644595.0
159, 58.0, 567816.0
141, 51.0, 534248.5
143, 77.0, 497794.5
142, 56.0, 533984.5
144, 81.0, 462519.0
147, 84.5, 495244.5
146, 86.0, 491928.5
145, 86.5, 489199.0
148, 80.5, 470579.5
149, 86.5, 469480.5
152, 95.0, 470356.5

Menor média: 8.0
