1, 183.0, 96617.0
5, 164.0, 97188.0
2, 166.0, 97188.0
3, 166.0, 96553.0
10, 104.0, 120799.0
8, 53.0, 119860.0
31, 113.0, 120724.0
4, 52.0, 264339.0
12, 48.0, 263129.0
156, 182.0, 377271.0
38, 190.0, 379138.0
157, 56.0, 259212.0
15, 46.0, 136582.0
13, 38.0, 132580.0
6, 46.0, 133384.0
7, 86.0, 144887.0
9, 46.0, 129856.0
33, 52.0, 160065.0
32, 200.0, 191512.0
34, 42.0, 245673.0
11, 47.0, 253352.0
56, 200.0, 289695.0
50, 200.0, 373415.0
57, 200.0, 351031.0
154, 170.0, 377806.0
16, 37.0, 150263.0
17, 44.0, 149135.0
18, 52.0, 155620.0
19, 31.0, 157232.0
20, 43.0, 168203.0
14, 40.0, 146031.0
21, 140.0, 138678.0
23, 55.0, 166831.0
26, 40.0, 172095.0
27, 83.0, 442989.0
22, 136.0, 140645.0
24, 55.0, 191367.0
25, 47.0, 213269.0
28, 51.0, 203668.0
29, 59.0, 274346.0
153, 65.0, 402684.0
30, 58.0, 247968.0
125, 1.0, 40.0
79, 139.0, 398995.0
35, 33.0, 197542.0
36, 39.0, 194137.0
60, 67.0, 219371.0
37, 71.0, 215468.0
59, 197.0, 377997.0
58, 198.0, 378517.0
61, 66.0, 241682.0
49, 195.0, 311189.0
51, 200.0, 301040.0
39, 200.0, 280799.0
155, 164.0, 376299.0
40, 196.0, 310289.0
41, 193.0, 312719.0
42, 146.0, 377532.0
54, 165.0, 374475.0
43, 146.0, 378425.0
71, 99.0, 336282.0
45, 86.0, 559439.0
44, 89.0, 561740.0
73, 95.0, 559492.0
75, 83.0, 532968.0
74, 100.0, 571780.0
103, 133.0, 142141.0
46, 86.0, 539053.0
47, 83.0, 513600.0
48, 84.0, 510597.0
113, 71.0, 523973.0
52, 175.0, 379243.0
53, 168.0, 376358.0
64, 166.0, 376300.0
65, 163.0, 369316.0
70, 95.0, 328084.0
55, 135.0, 404816.0
72, 96.0, 535121.0
68, 117.0, 555274.0
62, 37.0, 240973.0
114, 172.0, 373029.0
63, 132.0, 429510.0
67, 95.0, 243290.0
66, 188.0, 312196.0
69, 97.0, 243736.0
119, 134.0, 428884.0
78, 114.0, 527899.0
83, 99.0, 518901.0
110, 85.0, 536968.0
109, 80.0, 533891.0
85, 82.0, 533340.0
76, 84.0, 545210.0
77, 115.0, 503942.0
82, 98.0, 503857.0
81, 105.0, 519038.0
123, 103.0, 454135.0
87, 101.0, 528736.0
124, 98.0, 511127.0
122, 126.0, 461972.0
86, 80.0, 586948.0
80, 114.0, 507635.0
84, 100.0, 510544.0
88, 88.0, 530329.0
89, 87.0, 525686.0
111, 65.0, 529653.0
135, 2.0, 69.0
105, 60.0, 523739.0
133, 72.0, 513890.0
90, 169.0, 143840.0
91, 173.0, 143232.0
92, 158.0, 143268.0
93, 159.0, 142817.0
94, 160.0, 143376.0
99, 146.0, 144871.0
98, 139.0, 142846.0
95, 158.0, 144321.0
100, 150.0, 143420.0
96, 155.0, 143296.0
97, 159.0, 142599.0
102, 141.0, 144552.0
101, 158.0, 143712.0
104, 176.0, 339849.0
106, 52.0, 539040.0
112, 62.0, 522746.0
108, 53.0, 559332.0
107, 48.0, 543881.0
138, 37.0, 485804.0
134, 107.0, 511947.0
158, 101.0, 544443.0
116, 161.0, 437246.0
127, 47.0, 417566.0
126, 63.0, 531206.0
128, 94.0, 494851.0
118, 160.0, 430867.0
117, 159.0, 432842.0
121, 158.0, 437917.0
115, 159.0, 437082.0
120, 161.0, 492369.0
136, 98.0, 492422.0
129, 52.0, 410383.0
131, 52.0, 414537.0
130, 51.0, 548706.0
151, 70.0, 423282.0
150, 36.0, 508613.0
132, 1.0, 8.0
137, 183.0, 325608.0
140, 30.0, 406982.0
139, 37.0, 427558.0
159, 188.0, 309881.0
141, 34.0, 404002.0
143, 28.0, 391904.0
142, 40.0, 404651.0
144, 40.0, 406720.0
147, 30.0, 219386.0
146, 31.0, 218020.0
145, 32.0, 219521.0
148, 34.0, 378479.0
149, 41.0, 399151.0
152, 111.0, 162186.0

Menor média: 8.0
