1, 11.0, 1666831.8
2, 11.0, 1666986.0
5, 11.0, 1666591.2
3, 11.0, 1666351.0
32, 11.0, 1665822.2
10, 11.0, 1666205.8
8, 11.0, 1666226.2
4, 11.0, 1666677.0
12, 11.0, 1666180.6
39, 11.0, 1666194.2
158, 11.0, 1666128.4
157, 11.0, 1665420.0
16, 11.0, 1666495.4
14, 11.0, 1666790.6
6, 11.0, 1666310.0
9, 11.0, 1666780.4
7, 11.0, 1666773.6
33, 11.0, 1665682.0
34, 11.0, 1666892.6
35, 11.0, 1665725.8
11, 11.0, 1665853.8
57, 11.0, 1665259.2
155, 11.0, 1665625.8
51, 11.0, 1665972.6
58, 11.0, 1665804.0
13, 11.0, 1675896.0
21, 11.0, 1666541.6
17, 11.0, 1667021.6
19, 11.0, 1666455.6
18, 11.0, 1666862.0
20, 11.0, 1666399.0
15, 11.0, 1665660.6
22, 11.0, 1666437.2
24, 11.0, 1664765.6
27, 11.0, 1664677.4
28, 11.0, 1664572.0
23, 11.0, 1664734.8
25, 11.0, 1664247.6
26, 11.0, 1663739.0
30, 11.0, 1664890.4
29, 11.0, 1664108.6
154, 11.0, 1663574.2
31, 11.0, 1664624.2
126, 11.0, 1664917.6
80, 11.0, 1666899.2
36, 11.0, 1664859.0
37, 11.0, 1664632.8
60, 11.0, 1665419.0
38, 11.0, 1665158.0
61, 11.0, 1665199.8
59, 11.0, 1665510.0
62, 11.0, 1665324.2
52, 11.0, 1666324.6
40, 11.0, 1666195.2
50, 11.0, 1666094.2
156, 11.0, 1665509.6
41, 11.0, 1666040.6
42, 11.0, 1665681.4
43, 11.0, 1665056.8
55, 11.0, 1665836.4
44, 11.0, 1665886.0
72, 11.0, 1666361.2
74, 11.0, 1666371.0
45, 11.0, 1666541.4
46, 11.0, 1665894.2
75, 11.0, 1665927.6
76, 11.0, 1665879.6
104, 11.0, 1665633.6
47, 11.0, 1666041.2
48, 11.0, 1666445.6
49, 11.0, 1666442.4
114, 11.0, 1666145.6
54, 11.0, 1666608.8
53, 11.0, 1666638.6
65, 11.0, 1666784.8
66, 11.0, 1666601.4
71, 11.0, 1666573.6
56, 11.0, 1666194.2
69, 11.0, 1666515.2
73, 11.0, 1665897.8
63, 11.0, 1665735.0
115, 11.0, 1665835.2
64, 11.0, 1666156.6
67, 11.0, 1666587.2
68, 11.0, 1666413.2
70, 11.0, 1666216.4
120, 11.0, 1666652.6
79, 11.0, 1666886.8
84, 11.0, 1666672.8
111, 11.0, 1666938.0
110, 11.0, 1665821.8
77, 11.0, 1665823.2
86, 11.0, 1665775.2
78, 11.0, 1666052.0
124, 11.0, 1666924.8
88, 11.0, 1665592.8
83, 11.0, 1665952.4
82, 11.0, 1666725.8
125, 11.0, 1666765.2
123, 11.0, 1666344.2
81, 11.0, 1666537.8
87, 11.0, 1666361.2
85, 11.0, 1666582.6
89, 11.0, 1666040.2
112, 11.0, 1665590.0
90, 11.0, 1666557.6
134, 11.0, 1666045.2
136, 11.0, 1666610.4
106, 11.0, 1666577.8
91, 11.0, 1665754.6
92, 11.0, 1665172.2
94, 11.0, 1665306.4
93, 11.0, 1665296.2
99, 11.0, 1665806.0
100, 11.0, 1665477.2
95, 11.0, 1665457.0
96, 11.0, 1665551.6
97, 11.0, 1666056.0
101, 11.0, 1665253.8
98, 11.0, 1665428.4
103, 11.0, 1665825.6
102, 11.0, 1665648.8
105, 11.0, 1666311.2
113, 11.0, 1666969.6
109, 11.0, 1666401.0
107, 11.0, 1666094.2
108, 11.0, 1666797.4
135, 11.0, 1665717.6
139, 11.0, 1665526.8
159, 11.0, 1666132.4
116, 11.0, 1666661.4
122, 11.0, 1666093.0
128, 11.0, 1665794.2
127, 11.0, 1666159.6
129, 11.0, 1665552.6
119, 11.0, 1666238.8
118, 11.0, 1666471.0
117, 11.0, 1665596.8
121, 11.0, 1666374.2
137, 11.0, 1667203.0
130, 11.0, 1666125.4
132, 11.0, 1666278.0
131, 11.0, 1665467.8
151, 11.0, 1664595.8
152, 11.0, 1666314.4
133, 11.0, 1666117.8
138, 11.0, 1666577.0
140, 11.0, 1665555.4
141, 11.0, 1665686.8
160, 11.0, 1666644.0
144, 11.0, 1663798.0
142, 11.0, 1666307.8
143, 11.0, 1665669.8
145, 11.0, 1664896.6
147, 11.0, 1664776.4
148, 11.0, 1664374.6
146, 11.0, 1664926.2
149, 11.0, 1663517.6
150, 11.0, 1664274.6
153, 11.0, 1664842.6

Menor média: 1663517.6
